,tconst,movie,link,runtime,genres,day,month,year,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
6226,tt0870195,Before the Rains,/movie/Before-the-Rains,98,"Drama,History,Romance",09,05,2008,Roadside Attractions,,,,,,,,,,,,,,1037128.0,,,,,,,,,,,,,,,,,,,,,,,,,,144446.0,,,,,,,,,,,,
6230,tt1190537,Bloodline,/movie/Bloodline,113,Mystery,09,05,2008,Cinema Libre,,,,,,,,,,,,,,62248.0,,,,,,,,,,,,,,,,,,,,,,,,,,8669.0,,,,,,,,,,,,
6231,tt0811080,Speed Racer,/movie/Speed-Racer,135,"Action,Adventure,Comedy",09,05,2008,Warner Bros.,,,,,,,,,,,,,,43945766.0,,,,,,,,,,,,,,,,,,,,,,,,,,6120580.0,,,,,,,,,,,,
6233,tt0801526,The Tracey Fragments,/movie/Tracey-Fragments-The,77,Drama,09,05,2008,Alliance Films,,,,,,,,,,,,,20724.0,12459.0,,,,,,,,,,,,,,,,,,,,,,,,,3012.0,1735.0,,,,,,,,,,,,
6234,tt0796302,The Babysitters,/movie/Babysitters-The,88,Drama,09,05,2008,Peace Arch Releasing,,,,,,,,,,,,,,44852.0,,,,,,,,,,,,,,,,,,,,,,,,,,6246.0,,,,,,,,,,,,
6235,tt0991346,Bhoothnath,/movie/Bhoothnath,150,"Comedy,Drama,Family",09,05,2008,Eros Entertainment,,,,,,,,,,,,,,449776.0,,,,,,,,,,,,,,,,,,,,,,,,,,62642.0,,,,,,,,,,,,
6236,tt0893325,The Fall,/movie/Fall-The-(2008),110,Drama,09,05,2008,Roadside Attractions,,,,,,,,,,,,,,2280348.0,,,,,,,,,,,,,,,,,,,,,,,,,,317597.0,,,,,,,,,,,,
6238,tt1040007,America the Beautiful,/movie/America-the-Beautiful,105,Documentary,09,05,2008,First Independent…,,,,,,,,,,,,,,76173.0,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,,,,,,,,,,,,
6239,tt0811128,Turn the River,/movie/Turn-the-River,92,Drama,09,05,2008,Screen Media Films,,,,,,,,,,,,,,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,,,,,,,,,,
6240,tt0479547,Surfwise,/movie/Surfwise,93,"Documentary,Sport",09,05,2008,Magnolia Pictures,,,,,,,,,,,,,,269994.0,,,,,,,,,,,,,,,,,,,,,,,,,,37603.0,,,,,,,,,,,,
6241,tt3596294,Sangre de mi sangre,/movie/Padre-Nuestro,77,"Documentary,Family",14,05,2008,IFC Films,,,,,,,,,,,,,,54166.0,,,,,,,,,,,,,,,,,,,,,,,,,,7544.0,,,,,,,,,,,,
6242,tt0806686,Yella,/movie/Yella,89,"Drama,Horror,Romance",16,05,2008,Cinema Guild,,,,,,,,,,,,,,30309.0,,,,,,,,,,,,,,,,,,,,,,,,,,4221.0,,,,,,,,,,,,
6244,tt0807054,It's a Free World...,/movie/Its-a-Free-World,96,Drama,16,05,2008,IFC Films,,,,,,,,,,,,,,6389.0,,,,,,,,,,,,,,,,,,,,,,,,,,889.0,,,,,,,,,,,,
6247,tt1185437,Le piège américain,/movie/Piege-Americain-Le,110,"Drama,Thriller",16,05,2008,,,,,,,,,,,,,,,407447.0,,,,,,,,,,,,,,,,,,,,,,,,,,56747.0,,,,,,,,,,,,
6249,tt0780046,A Jihad for Love,/movie/Jihad-for-Love-A,81,Documentary,21,05,2008,First Run Features,,,,,,,,,,,,,,105651.0,,,,,,,,,,,,,,,,,,,,,,,,,,14714.0,,,,,,,,,,,,
6250,tt0953363,Dalai Lama Renaissance,/movie/Dalai-Lama-Renaissance,81,Documentary,21,05,2008,Self Distributed,,,,,,,,,,,,,,82736.0,49675.0,,,,,,,,,,,,,,,,,,,,,,,,,11523.0,6623.0,,,,,,,,,,,
6251,tt0880502,The Edge of Heaven,/movie/Auf-der-anderen-Seite,122,Drama,21,05,2008,Strand,,,,,,,,,,,,,,742349.0,,,,,,,,,,,,,,,,,,,,,,,,,,103391.0,,,,,,,,,,,,
6253,tt0971177,Twisted: A Balloonamentary,/movie/Twisted-A-Balloonamentary,79,Documentary,23,05,2008,Eliot Lives Produ…,,,,,,,,,,,,,,4345.0,,,,,,,,,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,,,,
6254,tt0889588,The Children of Huang Shi,/movie/Children-of-Huang-Shi-The,125,"Drama,War",23,05,2008,Sony Pictures Cla…,,,,,,,,,,,,,,1031872.0,,,,,,,,,,,,,,,,,,,,,,,,,,143714.0,,,,,,,,,,,,
6255,tt1225292,Insidious,/movie/Insidious-(2008),96,"Drama,Mystery,Romance",23,05,2008,Romantic Troubado…,,,,,,,,,,,,,,5508.0,,,,,,,,,,,,,,,,,,,,,,,,,,767.0,,,,,,,,,,,,
6256,tt1092007,Heavy Metal in Baghdad,/movie/Heavy-Metal-in-Baghdad,84,"Documentary,Music,War",23,05,2008,Arts Alliance Ame…,,,,,,,,,,,,,,4070.0,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,,,,,,,,,,,,
6257,tt0884224,"War, Inc.",/movie/War-Inc,107,"Action,Comedy,Thriller",23,05,2008,First Look,,,,,,,,,,,,,,580862.0,,,,,,,,,,,,,,,,,,,,,,,,,,80900.0,,,,,,,,,,,,
6258,tt0379976,Savage Grace,/movie/Savage-Grace,97,Drama,28,05,2008,IFC Films,,,,,,,,,,,,,,434417.0,,,,,,,,,,,,,,,,,,,,,,,,,,60503.0,,,,,,,,,,,,
6260,tt1000774,Sex and the City,/movie/Sex-and-the-City,145,"Comedy,Drama,Romance",30,05,2008,Warner Bros.,,,,,,,,,,,,,,152647258.0,,,,,,,,,,,,,,,,,,,,,,,,,,21260064.0,,,,,,,,,,,,
6261,tt0492619,The Foot Fist Way,/movie/Foot-Fist-Way-The,85,Comedy,30,05,2008,Paramount Vantage,,,,,,,,,,,,,,234286.0,,,,,,,,,,,,,,,,,,,,,,,,,,32630.0,,,,,,,,,,,,
6263,tt0758786,Stuck,/movie/Stuck,85,"Comedy,Crime,Drama",30,05,2008,ThinkFilm,,,,,,,,,,,,,,67505.0,,,,,,,,,,,,,,,,,,,,,,,,,,9401.0,,,,,,,,,,,,
6266,tt0984213,Operation Filmmaker,/movie/Operation-Filmmaker,92,Documentary,04,06,2008,First Run/Icarus,,,,,,,,,,,,,,11573.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611.0,,,,,,,,,,,,
6267,tt0804507,Mother of Tears,/movie/Terza-madre-La,102,"Drama,Horror,Thriller",06,06,2008,Mitropoulos Films,,,,,,,,,,,,,,54947.0,,,,,,,,,,,,,,,,,,,,,,,,,,7652.0,,,,,,,,,,,,
6268,tt0479289,The Go-Getter,/movie/Go-Getter-The,93,"Comedy,Drama",06,06,2008,Peace Arch Releasing,,,,,,,,,,,,,,11931.0,,,,,,,,,,,,,,,,,,,,,,,,,,1661.0,,,,,,,,,,,,
6269,tt0490210,Sarkar Raj,/movie/Sarkar-Raj,125,"Action,Crime,Drama",06,06,2008,Eros Entertainment,,,,,,,,,,,,,,1009065.0,,,,,,,,,,,,,,,,,,,,,,,,,,140538.0,,,,,,,,,,,,
6270,tt0803057,The Promotion,/movie/Promotion-The,86,Comedy,06,06,2008,Weinstein Co.,,,,,,,,,,,,,,406252.0,,,,,,,,,,,,,,,,,,,,,,,,,,56581.0,,,,,,,,,,,,
6272,tt0985593,Miss Conception,/movie/Miss-Conception,104,"Comedy,Romance",06,06,2008,First Look,,,,,,,,,,,,,,1503.0,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,
6273,tt0962715,13 Months of Sunshine,/movie/13-Months-of-Sunshine,98,"Drama,Romance",06,06,2008,,,,,,,,,,,,,,,2237.0,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,
6274,tt1241326,On the Rumba River,/movie/On-the-Rumba-River,82,"Documentary,Music",06,06,2008,First Run Features,,,,,,,,,,,,,,1698.0,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,
6275,tt0864770,The Grocer's Son,/movie/fils-de-l-epicier-Le,96,Drama,06,06,2008,Film Movement,,,,,,,,,,,,,,276454.0,,,,,,,,,,,,,,,,,,,,,,,,,,38503.0,,,,,,,,,,,,
6276,tt0960144,You Don't Mess With the Zohan,/movie/You-Don-t-Mess-With-the-Zohan,113,Comedy,06,06,2008,Sony Pictures,,,,,,,,,,,,,,100018837.0,,,,,,,,,,,,,,,,,,,,,,,,,,13930200.0,,,,,,,,,,,,
6277,tt1130091,Solar Flare,/movie/Solar-Flare,87,"Action,Drama,Thriller",06,06,2008,Regent Releasing,,,,,,,,,,,,,,4098.0,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,,,,,,,,,,,,
6278,tt0416044,Mongol,/movie/Mongol,126,"Action,Biography,Drama",06,06,2008,Picturehouse,,,,,,,,,,,,,,5705761.0,,,,,,,,,,,,,,,,,,,,,,,,,,794674.0,,,,,,,,,,,,
6279,tt0441773,Kung Fu Panda,/movie/Kung-Fu-Panda,92,"Action,Adventure,Animation",06,06,2008,Paramount Pictures,,,,,,,,,,,,,,215434591.0,,,,,,,,,,,,,,,,,,,,,,,,,,30004818.0,,,,,,,,,,,,
6282,tt0875113,99 francs,/movie/99-francs,100,"Comedy,Drama",06,06,2008,,,,,,,,,,,,,,,79477.0,,,,,,,,,,,,,,,,,,,,,,,,,,11069.0,,,,,,,,,,,,
6284,tt0787500,Love Comes Lately,/movie/Love-Comes-Lately,86,"Comedy,Drama",13,06,2008,Kino International,,,,,,,,,,,,,,76872.0,1207.0,,,,,,,,,,,,,,,,,,,,,,,,,10706.0,160.0,,,,,,,,,,,
6285,tt0449303,Beauty in Trouble,/movie/Kraska-v-nesnazich,110,"Comedy,Drama",13,06,2008,Menemsha Entertai…,,,,,,,,,,,,,,38928.0,,,,,,,,,,,,,,,,,,,,,,,,,,5421.0,,,,,,,,,,,,
6286,tt0800080,The Incredible Hulk,/movie/Incredible-Hulk-The,112,"Action,Adventure,Sci-Fi",13,06,2008,Universal,,,,,,,,,,,,,,134806913.0,,,,,,,,,,,,,,,,,,,,,,,,,,18775336.0,,,,,,,,,,,,
6287,tt0949731,The Happening,/movie/Happening-The,91,"Drama,Mystery,Sci-Fi",13,06,2008,20th Century Fox,,,,,,,,,,,,,,64506874.0,,,,,,,,,,,,,,,,,,,,,,,,,,8984244.0,,,,,,,,,,,,
6288,tt1170404,Mere Baap Pehle Aap,/movie/Mere-Baap-Pehle-Aap,163,"Comedy,Drama,Romance",13,06,2008,Shemaroo Entertai…,,,,,,,,,,,,,,113576.0,,,,,,,,,,,,,,,,,,,,,,,,,,15818.0,,,,,,,,,,,,
6290,tt0923600,Baghead,/movie/Baghead,84,"Comedy,Drama,Horror",13,06,2008,Sony Pictures Cla…,,,,,,,,,,,,,,140016.0,,,,,,,,,,,,,,,,,,,,,,,,,,19500.0,,,,,,,,,,,,
6291,tt1093842,My Winnipeg,/movie/My-Winnipeg,80,"Comedy,Documentary,Drama",13,06,2008,IFC First Take,,,,,,,,,,,,,,156629.0,,,,,,,,,,,,,,,,,,,,,,,,,,21814.0,,,,,,,,,,,,
6292,tt0414426,Quid Pro Quo,/movie/Quid-Pro-Quo,82,"Drama,Mystery,Romance",13,06,2008,Magnolia Pictures,,,,,,,,,,,,,,11864.0,,,,,,,,,,,,,,,,,,,,,,,,,,1652.0,,,,,,,,,,,,
6293,tt1157668,Kicking It,/movie/Kicking-It,98,"Documentary,Sport",13,06,2008,,,,,,,,,,,,,,,13266.0,,,,,,,,,,,,,,,,,,,,,,,,,,1847.0,,,,,,,,,,,,
6295,tt0959282,To the Limit,/movie/Am-Limit,95,"Documentary,Sport",13,06,2008,First Run Features,,,,,,,,,,,,,,18254.0,,,,,,,,,,,,,,,,,,,,,,,,,,2542.0,,,,,,,,,,,,
6296,tt0811138,The Love Guru,/movie/Love-Guru-The,87,"Comedy,Romance,Sport",20,06,2008,Paramount Pictures,,,,,,,,,,,,,,32235793.0,,,,,,,,,,,,,,,,,,,,,,,,,,4489665.0,,,,,,,,,,,,
6297,tt0940585,Brick Lane,/movie/Brick-Lane,102,Drama,20,06,2008,Sony Pictures Cla…,,,,,,,,,,,,,,1094998.0,,,,,,,,,,,,,,,,,,,,,,,,,,152506.0,,,,,,,,,,,,
6298,tt0425061,Get Smart,/movie/Get-Smart,110,"Action,Adventure,Comedy",20,06,2008,Warner Bros.,,,,,,,,,,,,,,130319208.0,,,,,,,,,,,,,,,,,,,,,,,,,,18150308.0,,,,,,,,,,,,
6299,tt0488535,Expired,/movie/Expired,107,"Comedy,Drama,Romance",20,06,2008,MCR Releasing,,,,,,,,,,,,,,21489.0,,,,,,,,,,,,,,,,,,,,,,,,,,2992.0,,,,,,,,,,,,
6300,tt0407814,Full Grown Men,/movie/Full-Grown-Men,78,"Comedy,Drama",25,06,2008,Emerging Pictures,,,,,,,,,,,,,,13716.0,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,,,,,,,,,,,,
6302,tt1204298,Gunnin' for that #1 Spot,/movie/Gunnin-for-that-no-1-Spot,90,"Documentary,Sport",27,06,2008,Oscilloscope Pict…,,,,,,,,,,,,,,50804.0,,,,,,,,,,,,,,,,,,,,,,,,,,7075.0,,,,,,,,,,,,
6304,tt0357091,Red Roses and Petrol,/movie/Red-Roses-and-Petrol,97,Drama,27,06,2008,World Wide Motion…,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,,,,,,,,,,,,
6305,tt0437526,The Last Mistress,/movie/Vieille-maitresse-Une,115,"Drama,Romance",27,06,2008,IFC Films,,,,,,,,,,,,,,785671.0,,,,,,,,,,,,,,,,,,,,,,,,,,109424.0,,,,,,,,,,,,
6306,tt0889134,Finding Amanda,/movie/Finding-Amanda,96,"Comedy,Drama",27,06,2008,Magnolia Pictures,,,,,,,,,,,,,,57297.0,,,,,,,,,,,,,,,,,,,,,,,,,,7980.0,,,,,,,,,,,,
6308,tt1166094,Cruising Bar 2,/movie/Cruising-Bar-2,100,Comedy,27,06,2008,,,,,,,,,,,,,,,3579013.0,,,,,,,,,,,,,,,,,,,,,,,,,,498469.0,,,,,,,,,,,,
6309,tt1191138,Thoda Pyaar Thoda Magic,/movie/Thoda-Pyaar-Thoda-Magic,145,"Comedy,Drama,Family",27,06,2008,Yash Raj Films,,,,,,,,,,,,,,335874.0,,,,,,,,,,,,,,,,,,,,,,,,,,46779.0,,,,,,,,,,,,
6312,tt0889671,Trumbo,/movie/Trumbo,96,"Biography,Documentary",27,06,2008,Samuel Goldwyn Films,,,,,,,,,,,,,,108280.0,,,,,,,,,,,,,,,,,,,,,,,,,,15080.0,,,,,,,,,,,,
6313,tt0448157,Hancock,/movie/Hancock,92,"Action,Drama,Fantasy",01,07,2008,Sony Pictures,,,,,,,,,,,,,,227946274.0,,,,,,,,,,,,,,,,,,,,,,,,,,31747391.0,,,,,,,,,,,,
6315,tt1082886,The Wackness,/movie/Wackness-The,99,"Comedy,Drama,Romance",03,07,2008,Sony Pictures Cla…,,,,,,,,,,,,,,2077046.0,,,,,,,,,,,,,,,,,,,,,,,,,,289282.0,,,,,,,,,,,,
6318,tt0463872,Astérix aux Jeux Olympiques,/movie/Asterix-aux-Jeux-Olympiques,116,"Adventure,Comedy,Family",04,07,2008,,,,,,,,,,,,,,,999811.0,,,,,,,,,,,,,,,,,,,,,,,,,,139249.0,,,,,,,,,,,,
6319,tt0960770,Holding Trevor,/movie/Holding-Trevor,88,"Drama,Romance",04,07,2008,Regent Releasing,,,,,,,,,,,,,,16814.0,,,,,,,,,,,,,,,,,,,,,,,,,,2341.0,,,,,,,,,,,,
6320,tt1007950,Diminished Capacity,/movie/Diminished-Capacity,92,Comedy,04,07,2008,IFC Films,,,,,,,,,,,,,,21291.0,,,,,,,,,,,,,,,,,,,,,,,,,,2965.0,,,,,,,,,,,,
6324,tt0765476,Meet Dave,/movie/Meet-Dave,90,"Adventure,Comedy,Family",11,07,2008,20th Century Fox,,,,,,,,,,,,,,11803254.0,,,,,,,,,,,,,,,,,,,,,,,,,,1643907.0,,,,,,,,,,,,
6325,tt1194606,Murder.com,/movie/Murder-com,85,"Crime,Drama,Mystery",11,07,2008,Regent Releasing,,,,,,,,,,,,,,2070.0,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,
6327,tt0887732,Days and Clouds,/movie/Giorni-e-nuvole,118,Drama,11,07,2008,Film Movement,,,,,,,,,,,,,,112103.0,,,,,,,,,,,,,,,,,,,,,,,,,,15613.0,,,,,,,,,,,,
6329,tt1078891,Full Battle Rattle,/movie/Full-Battle-Rattle,85,Documentary,11,07,2008,Mile End Films,,,,,,,,,,,,,,12306.0,,,,,,,,,,,,,,,,,,,,,,,,,,1713.0,,,,,,,,,,,,
6330,tt0847897,The Stone Angel,/movie/Stone-Angel-The,115,Drama,11,07,2008,Vivendi Entertain…,,,,,,,,,,,,,,75139.0,,,,,,,,,,,,,,,,,,,,,,,,,,10465.0,,,,,,,,,,,,
6331,tt0828393,Garden Party,/movie/Garden-Party,88,Drama,11,07,2008,Roadside Attractions,,,,,,,,,,,,,,21886.0,,,,,,,,,,,,,,,,,,,,,,,,,,3048.0,,,,,,,,,,,,
6332,tt0479140,Ripple Effect,/movie/Ripple-Effect,87,"Drama,Music",11,07,2008,Monterey Media,,,,,,,,,,,,,,14059.0,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,,,,,,,,,,,,
6333,tt0472071,Death Defying Acts,/movie/Death-Defying-Acts,97,"Drama,History,Romance",11,07,2008,Weinstein Co.,,,,,,,,,,,,,,3561.0,,,,,,,,,,,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,
6334,tt1041753,Harold,/movie/Harold,90,Comedy,11,07,2008,City Lights Pictures,,,,,,,,,,,,,,13229.0,,,,,,,,,,,,,,,,,,,,,,,,,,1842.0,,,,,,,,,,,,
6335,tt0470679,August,/movie/August-(2008),88,Drama,11,07,2008,First Look,,,,,,,,,,,,,,12636.0,,,,,,,,,,,,,,,,,,,,,,,,,,1759.0,,,,,,,,,,,,
6338,tt1135992,Wonderful Town,/movie/Wonderful-Town,92,"Drama,Romance",18,07,2008,Kino International,,,,,,,,,,,,,,3239.0,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,,,,,,,,,,,,
6340,tt0969269,Mad Detective,/movie/San-taam,89,"Action,Crime,Mystery",18,07,2008,IFC Films,,,,,,,,,,,,,,4629.0,,,,,,,,,,,,,,,,,,,,,,,,,,644.0,,,,,,,,,,,,
6341,tt0468569,The Dark Knight,/movie/Dark-Knight-The,152,"Action,Crime,Drama",18,07,2008,Warner Bros.,,,,,,,,,,,,,,531001578.0,2343780.0,,,,,,,,,375589.0,,,,,,,,,,,,,,,,73955652.0,312504.0,,,,,,,,,41228.0,,
6342,tt0830535,Disfigured,/movie/Disfigured,96,Drama,18,07,2008,Cinema Libre,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,
6346,tt0846668,Before I Forget,/movie/Avant-que-j-oublie,108,"Drama,Romance",18,07,2008,Strand,,,,,,,,,,,,,,25209.0,,,,,,,,,,,,,,,,,,,,,,,,,,3511.0,,,,,,,,,,,,
6347,tt0800241,Transsiberian,/movie/Transsiberian,111,"Crime,Drama,Mystery",18,07,2008,First Look,,,,,,,,,,,,,,2203641.0,,,,,,,,,,,,,,,,,,,,,,,,,,306913.0,,,,,,,,,,,,
6348,tt1073221,The Legend of God's Gun,/movie/Legend-of-Gods-Gun-The,78,Western,18,07,2008,Indican Pictures,,,,,,,,,,,,,,204682.0,39086.0,,,,,,,,,,,,,,,,,,,,,,,,,28507.0,5211.0,,,,,,,,,,,
6349,tt1105733,Kismat Konnection,/movie/Kismat-Konnection,153,"Comedy,Drama,Romance",18,07,2008,UTV Communications,,,,,,,,,,,,,,479759.0,,,,,,,,,,,,,,,,,,,,,,,,,,66818.0,,,,,,,,,,,,
6350,tt0795421,Mamma Mia!,/movie/Mamma-Mia,108,"Comedy,Musical,Romance",18,07,2008,Universal,,,,,,,,,,,,,,144130063.0,,,,,,,,,,,,,,,,,,,,,,,,,,20073825.0,,,,,,,,,,,,
6351,tt0482603,Space Chimps,/movie/Space-Chimps,81,"Adventure,Animation,Comedy",18,07,2008,20th Century Fox,,,,,,,,,,,,,,30105968.0,,,,,,,,,,,,,,,,,,,,,,,,,,4193032.0,,,,,,,,,,,,
6352,tt1078188,Boy A,/movie/Boy-A,102,Drama,23,07,2008,Weinstein Co.,,,,,,,,,,,,,,113662.0,,,,,,,,,,,,,,,,,,,,,,,,,,15830.0,,,,,,,,,,,,
6353,tt1129921,Bustin' Down the Door,/movie/Bustin-Down-the-Door,96,"Documentary,Sport",25,07,2008,Screen Media Films,,,,,,,,,,,,,,106100.0,,,,,,,,,,,,,,,,,,,,,,,,,,14777.0,,,,,,,,,,,,
6354,tt1064932,Bienvenue chez les Ch'tis,/movie/Bienvenue-chez-les-Ch-tis,106,"Comedy,Romance",25,07,2008,,,,,,,,,,,,,,,1477650.0,,,,,,,,,,,,,,,,,,,,,,,,,,205800.0,,,,,,,,,,,,
6356,tt1155592,Man on Wire,/movie/Man-on-Wire,94,"Biography,Crime,Documentary",25,07,2008,Magnolia Pictures,,,,,,,,,,,,,,2942990.0,19252.0,,,,,,,,,,,,,,,,,,,,,,,,,409887.0,2566.0,,,,,,,,,,,
6357,tt0838283,Step Brothers,/movie/Step-Brothers,98,Comedy,25,07,2008,Sony Pictures,,,,,,,,,,,,,,100468793.0,,,,,,,,,,,,,,,,,,,,,,,,,,13992868.0,,,,,,,,,,,,
6358,tt1179781,Mission Istaanbul,/movie/Mission-Istaanbul,130,"Action,Adventure,Drama",25,07,2008,Raja Cinema,,,,,,,,,,,,,,29269.0,,,,,,,,,,,,,,,,,,,,,,,,,,4076.0,,,,,,,,,,,,
6359,tt1157694,The Order of Myths,/movie/Order-of-Myths-The,97,Documentary,25,07,2008,Cinema Guild,,,,,,,,,,,,,,59400.0,,,,,,,,,,,,,,,,,,,,,,,,,,8272.0,,,,,,,,,,,,
6360,tt0486259,American Teen,/movie/American-Teen,95,Documentary,25,07,2008,Paramount Vantage,,,,,,,,,,,,,,942441.0,,,,,,,,,,,,,,,,,,,,,,,,,,131259.0,,,,,,,,,,,,
6361,tt0996948,No Regret,/movie/Huhwihaji-anha,113,"Drama,Romance",25,07,2008,Regent Releasing,,,,,,,,,,,,,,15347.0,,,,,,,,,,,,,,,,,,,,,,,,,,2137.0,,,,,,,,,,,,
6362,tt0412536,Brideshead Revisited,/movie/Brideshead-Revisited,134,"Drama,Romance",25,07,2008,Miramax,,,,,,,,,,,,,,6432256.0,,,,,,,,,,,,,,,,,,,,,,,,,,895857.0,,,,,,,,,,,,
6365,tt0978759,Frozen River,/movie/Frozen-River,97,"Crime,Drama",01,08,2008,Sony Pictures Cla…,,,,,,,,,,,,,,2309148.0,202328.0,,,,,,,,,,,,,,,,,,,,,,,,,321608.0,26977.0,,,,,,,,,,,
6368,tt1027862,Swing Vote,/movie/Swing-Vote,120,"Comedy,Drama",01,08,2008,Walt Disney,,,,,,,,,,,,,,16289867.0,,,,,,,,,,,,,,,,,,,,,,,,,,2268783.0,,,,,,,,,,,,
6370,tt1132606,Ugly aur Pagli,/movie/Ugly-aur-Pagli,117,"Comedy,Drama",01,08,2008,Shemaroo Entertai…,,,,,,,,,,,,,,7362.0,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,,,,,,,,,,,,
6371,tt1279111,Stealing America: Vote by Vote,/movie/Stealing-America-Vote-by-Vote,90,Documentary,01,08,2008,Direct Cinema Ltd,,,,,,,,,,,,,,4740.0,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,
6372,tt0989000,In Search of a Midnight Kiss,/movie/In-Search-of-a-Midnight-Kiss,90,"Comedy,Romance",01,08,2008,IFC First Take,,,,,,,,,,,,,,172177.0,,,,,,,,,,,,,,,,,,,,,,,,,,23980.0,,,,,,,,,,,,
6373,tt0914797,Bottle Shock,/movie/Bottle-Shock,110,"Comedy,Drama",06,08,2008,Freestyle Releasing,,,,,,,,,,,,,,4078607.0,,,,,,,,,,,,,,,,,,,,,,,,,,568051.0,,,,,,,,,,,,
6376,tt1178640,Beer for My Horses,/movie/Beer-for-My-Horses,86,"Action,Comedy,Crime",08,08,2008,Roadside Attractions,,,,,,,,,,,,,,666045.0,,,,,,,,,,,,,,,,,,,,,,,,,,92763.0,,,,,,,,,,,,
6377,tt0411475,Hell Ride,/movie/Hell-Ride,84,"Action,Drama,Thriller",08,08,2008,Weinstein Co.,,,,,,,,,,,,,,213608.0,,,,,,,,,,,,,,,,,,,,,,,,,,29750.0,,,,,,,,,,,,
6378,tt0384683,What We Do Is Secret,/movie/What-We-Do-Is-Secret,92,"Biography,Drama,Music",08,08,2008,,,,,,,,,,,,,,,58776.0,,,,,,,,,,,,,,,,,,,,,,,,,,8186.0,,,,,,,,,,,,
6380,tt0430916,Beautiful Losers,/movie/Beautiful-Losers,90,"Documentary,Music",08,08,2008,Sidetrack Films,,,,,,,,,,,,,,56386.0,,,,,,,,,,,,,,,,,,,,,,,,,,7853.0,,,,,,,,,,,,
6381,tt1146325,Singh is Kinng,/movie/Singh-is-Kinng,135,"Action,Comedy,Crime",08,08,2008,Studio 18,,,,,,,,,,,,,,2523511.0,,,,,,,,,,,,,,,,,,,,,,,,,,351463.0,,,,,,,,,,,,
6382,tt0974554,Elegy,/movie/Elegy,112,"Drama,Romance",08,08,2008,Samuel Goldwyn Films,,,,,,,,,,,,,,3577210.0,,,,,,,,,,,,,,,,,,,,,,,,,,498218.0,,,,,,,,,,,,
6383,tt0942385,Tropic Thunder,/movie/Tropic-Thunder,107,"Action,Comedy,War",13,08,2008,Paramount Pictures,,,,,,,,,,,,,,110515313.0,,,,,,,,,,,,,,,,,,,,,,,,,,15392105.0,,,,,,,,,,,,
6384,tt0467017,Talento de Barrio,/movie/Talento-de-Barrio,107,"Action,Crime,Drama",14,08,2008,Maya Releasing,,,,,,,,,,,,,,1667294.0,,,,,,,,,,,,,,,,,,,,,,,,,,232213.0,,,,,,,,,,,,
6386,tt12392034,Fly Me To the Moon,/movie/Fly-Me-To-the-Moon,58,Documentary,15,08,2008,Summit Entertainment,,,,,,,,,,,,,,12564415.0,1979528.0,,,,,,,,,,,,,,,,,,,,,,,,,1749918.0,263937.0,,,,,,,,,,,
6387,tt0476550,God Tussi Great Ho,/movie/God-Tussi-Great-Ho,152,"Comedy,Drama,Fantasy",15,08,2008,Eros Entertainment,,,,,,,,,,,,,,121432.0,,,,,,,,,,,,,,,,,,,,,,,,,,16912.0,,,,,,,,,,,,
6388,tt1182972,Bachna Ae Haseeno,/movie/Bachna-Ae-Haseeno,152,"Comedy,Drama,Romance",15,08,2008,Yash Raj Films,,,,,,,,,,,,,,702166.0,,,,,,,,,,,,,,,,,,,,,,,,,,97794.0,,,,,,,,,,,,
